unique_row,study_ID,long_cite,short_cite,peer_reviewed,coder,expt_num,expt_condition,same_infant,response_mode,exposure_phase,method,dependent_measure,participant_design,native_lang,infant_type,group_name_1,group_name_2,n_1,n_2,mean_age_1,mean_age_2,x_1,x_2,SD_1,SD_2,t,F,r,d,d_var,corr,test_lang,stimuli_link,data_link,age_range_1,age_range_2,n_excluded_1,n_excluded_2,gender_1,gender_2,num_trials,special_cases_measures,x_dif,SD_dif,contrast_sampa,audio_condition,speaker,speech_type,object_stimulus,cue_type,N_AFC,mean_comprehension_vocab,mean_production_vocab,pointing_modality,motive,correlation_type,condition_type,stimulus_naturalness,contrast_pseudoIPA,sampa_comments,counterbalanced,backness,height,nasality,roundness,tenseness,length,F1_1,F2_1,F1_2,F2_2,duration_word_1,duration_word_2,duration_vowel_1,duration_vowel_2,peripherality,Linguistic,words_to_passage,edge_alignment,familiarization_voice,familiarization_register,familiarization_affect,test_voice,test_register,indexical,rule.type,repetitions,types,tokens,expt_condition2,word_round,word_spiky,multiple_age_groups_younger_older,replication,native,label_present,instruction_code,taxonomic_type,tokens_per_trial,word_types_per_cond,publication_type,main_or_baseline_study,Modality,Semantics,TrainingRule,Speech,Nonspeech,CorrectPronunciation,Mispronunciation,is_correct,n_feature,type_feature,mispron_location,scenarios,Hamlin_Lab,stimuli_type,minimal_pairs,cues_present,word_typicality,ME_trial_type,preceding,task_difficulty,median_production_vocab,sentence_structure,agent_argument_type,patient_argument_type,stimuli_modality,stimuli_actor,transitive_event,intransitive_event,presentation_type,character_identification,practice_phase,test_mass_or_distributed,n_train_test_pair,n_test_trial_per_pair,n_repetitions_sentence,n_repetitions_video,learning_domain,live_video,task,rhythm_class,speech_manip,percentV,deltaC,deltaV,VarcoV,nPVI_V,rPVI_C,corr_imputed,dataset,short_name,domain,d_calc,d_var_calc,g_calc,g_var_calc,r_calc,r_var_calc,z_calc,z_var_calc,log_odds_calc,log_odds_var_calc,es_method,mean_age,n,same_infant_calc,all_mod,mean_age_months,year
101,phan2008,"Phan, J., & Houston, D. M. (2009). Infant Dialect Discrimination. The Journal of the Acoustical Society of America 125, 2776.",Phan & Houston (2008),yes,Alex Cristia,2,NA,29,eye-tracking,habituation,central fixation,looking_time,within_two,American English,typical,NA,NA,30,NA,912.2958,NA,NA,NA,2.21,3.82,1.48,NA,NA,NA,NA,NA,accented,NA,NA,61.1442,NA,NA,NA,NA,NA,NA,NA,0.84,NA,paIn-pa:n[southern]_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,pain-pa:n[southern]_,not_looked_up,1,0,2,0,0,0,0,989,1707,719,1617,689,698.5,364,342.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6575968788,Vowel discrimination (native),inphondb-native,early_language,0.26917754401421545,0.024034483916692086,0.2619674312281204,0.0227641664073835,0.1333861067329015,0.005693579714315735,0.13418572225651643,0.037037037037037035,0.4882340581991122,0.0790702827473652,subj_diff_two,912.2958,30,phan2008 29,,29.973372759194234,2008
102,phan2008,"Phan, J., & Houston, D. M. (2009). Infant Dialect Discrimination. The Journal of the Acoustical Society of America 125, 2776.",Phan & Houston (2008),yes,Alex Cristia,3,NA,30,eye-tracking,habituation,central fixation,looking_time,within_two,American English,typical,NA,NA,30,NA,334.62,NA,NA,NA,2.32,3.39,0.95,NA,NA,NA,NA,NA,accented,NA,NA,55.9728,NA,NA,NA,NA,NA,NA,NA,0.43,NA,pa:n[southern]-pa:n_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,pa:n[southern]-pa:n_,pine (Southern) vs. pawn,1,0,0,0,0,0,0,989,1707,966,1438,689,784,364,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3731563714,Vowel discrimination (native),inphondb-native,early_language,0.14803622326718494,0.042154820629986864,0.1440709672868139,0.03992677167609007,0.07381618018888553,0.0103673713368792,0.07395069078634939,0.037037037037037035,0.2685080076456548,0.1386838010722836,subj_diff_two,334.62,30,phan2008 30,,10.993901312141933,2008
103,phan2008,"Phan, J., & Houston, D. M. (2009). Infant Dialect Discrimination. The Journal of the Acoustical Society of America 125, 2776.",Phan & Houston (2008),yes,Alex Cristia,3,NA,31,eye-tracking,habituation,central fixation,looking_time,within_two,American English,typical,NA,NA,12,NA,345.267,NA,NA,NA,2.18,1.99,-0.89,NA,NA,NA,NA,NA,native,NA,NA,43.8048,NA,NA,NA,NA,NA,NA,NA,-0.5,NA,paIn-pa:n_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,pain-pa:n_,pine (Northern) vs. pawn,1,0,2,0,0,0,0,719,1617,966,1438,689,698.5,342.5,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.514,Vowel discrimination (native),inphondb-native,early_language,-0.23955961509029328,0.08339120038259207,-0.2215926439585213,0.07135159582735534,-0.11892969170906878,0.01997562272269214,-0.11949522356465218,0.1111111111111111,-0.43451307754696794,0.27434605276938506,subj_diff_two,345.267,12,phan2008 31,,11.343707262982813,2008
104,phan2008,"Phan, J., & Houston, D. M. (2009). Infant Dialect Discrimination. The Journal of the Acoustical Society of America 125, 2776.",Phan & Houston (2008),yes,Alex Cristia,3,NA,32,eye-tracking,habituation,central fixation,looking_time,within_two,American English,typical,NA,NA,20,NA,330.057,NA,NA,NA,2.8,3.41,-0.15,NA,NA,NA,NA,NA,native,NA,NA,60.2316,NA,NA,NA,NA,NA,NA,NA,-0.06,NA,pVn-pa:n_,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,pʌn-pa:n_,AEnglish,1,1,0,0,0,0,0,966,1438,1011,1685,689,661,356,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.267,Vowel discrimination (native),inphondb-native,early_language,-0.019231114960898445,0.07330924589456599,-0.018429818504194343,0.06732741506636356,-0.009615112989118598,0.018322228841853114,-0.009615409312562783,0.058823529411764705,-0.03488138408959276,0.24117775197385014,subj_diff_two,330.057,20,phan2008 32,,10.84398447606727,2008
111,polka2011,"Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467–478.",Polka & Bohn (2011),yes,Sho Tsuji,2,NA,92,behavior,conditioning,conditioned head-turn,pc_head_turns,within_one,Danish,typical,NA,NA,15,NA,103.76,NA,51.1,50,11.8,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,83.26,NA,7.5,NA,NA,NA,NA,NA,NA,NA,det-dEt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,det-dɛt,AEnglish,0,0,0,0,0,1,0,355,1879,412,1838,NA,NA,100.3333333,107.6666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338,Vowel discrimination (native),inphondb-native,early_language,0.09322033898305096,0.0669563343866705,0.08784224250325956,0.05945346111774995,0.04655962135807405,0.016630458541609796,0.04659330914258172,0.08333333333333333,0.1690829915811561,0.2202775108478313,group_means_one,103.76,15,polka2011 92,,3.4090227725415305,2011
112,polka2011,"Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467–478.",Polka & Bohn (2011),yes,Sho Tsuji,2,NA,93,behavior,conditioning,conditioned head-turn,pc_head_turns,within_one,Danish,typical,NA,NA,15,NA,103.76,NA,60.1,50,8.6,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,83.26,NA,7.5,NA,NA,NA,NA,NA,NA,NA,dEt-det,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,dɛt-det,AEnglish,0,0,0,0,0,1,0,412,1838,355,1879,NA,NA,107.6666667,100.3333333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389002466,Vowel discrimination (native),inphondb-native,early_language,1.174418604651163,0.11264196863169283,1.1066636851520575,0.10001973619996098,0.5063626832841727,0.011578514261317003,0.5578260670301471,0.08333333333333333,2.1301597184611167,0.37057722311824165,group_means_one,103.76,15,polka2011 93,,3.4090227725415305,2011
113,polka2011,"Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467–478.",Polka & Bohn (2011),yes,Sho Tsuji,2,NA,94,behavior,conditioning,conditioned head-turn,pc_head_turns,within_one,Danish,typical,NA,NA,15,NA,166.6,NA,57.9,50,7.8,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,44.42,NA,7.5,NA,NA,NA,NA,NA,NA,NA,det-dEt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,det-dɛt,AEnglish,0,0,0,0,0,1,0,355,1879,412,1838,NA,NA,100.3333333,107.6666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557918903,Vowel discrimination (native),inphondb-native,early_language,1.0128205128205126,0.10086017970633354,0.9543885601577906,0.08955816992415193,0.45178276043053295,0.012712258533246737,0.48693796959875985,0.08333333333333333,1.8370532022372204,0.33181669117476437,group_means_one,166.6,15,polka2011 94,,5.473623688371424,2011
114,polka2011,"Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467–478.",Polka & Bohn (2011),yes,Sho Tsuji,2,NA,95,behavior,conditioning,conditioned head-turn,pc_head_turns,within_one,Danish,typical,NA,NA,15,NA,166.6,NA,60.9,50,12.1,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,44.42,NA,7.5,NA,NA,NA,NA,NA,NA,NA,dEt-det,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,dɛt-det,AEnglish,0,0,0,0,0,1,0,412,1838,355,1879,NA,NA,107.6666667,100.3333333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.364,Vowel discrimination (native),inphondb-native,early_language,0.9008264462809916,0.09371627621064134,0.8488556897647805,0.08321478520035128,0.4106779743410203,0.013461600810304631,0.4364264667799712,0.08333333333333333,1.6339184355498324,0.3083141907140839,group_means_one,166.6,15,polka2011 95,,5.473623688371424,2011
115,polka2011,"Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467–478.",Polka & Bohn (2011),yes,Sho Tsuji,3,NA,96,behavior,conditioning,conditioned head-turn,pc_head_turns,within_one,Danish,typical,NA,NA,12,NA,97.26,NA,61.8,50,9.8,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,46.42,NA,5,NA,NA,NA,NA,NA,NA,NA,det-d2t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,det-døt,Danish_2OR9?,0,0,0,0,1,0,0,355,1879,412,1838,NA,NA,100.3333333,94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4433757494,Vowel discrimination (native),inphondb-native,early_language,1.2040816326530608,0.14374219075385253,1.1137755102040814,0.12298941196376507,0.5157807723445754,0.014208870021863936,0.5705740963034139,0.1111111111111111,2.1839624997922207,0.4728928528288163,group_means_one,97.26,12,polka2011 96,,3.195466025996427,2011
116,polka2011,"Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467–478.",Polka & Bohn (2011),yes,Sho Tsuji,3,NA,97,behavior,conditioning,conditioned head-turn,pc_head_turns,within_one,Danish,typical,NA,NA,12,NA,97.26,NA,54.4,50,6.9,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,46.42,NA,5,NA,NA,NA,NA,NA,NA,NA,d2t-det,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,synthetic,døt-det,Danish_2OR9?,0,0,0,0,1,0,0,349,1620,412,1838,NA,NA,94,100.3333333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.364,Vowel discrimination (native),inphondb-native,early_language,0.6376811594202896,0.10027655254498352,0.5898550724637679,0.08579912527130153,0.3037735346326008,0.0187498358625481,0.3136715344797861,0.1111111111111111,1.1566256815406604,0.3298966347746792,group_means_one,97.26,12,polka2011 97,,3.195466025996427,2011
117,polka2011,"Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467–478.",Polka & Bohn (2011),yes,Sho Tsuji,3,NA,98,behavior,conditioning,conditioned head-turn,pc_head_turns,within_one,Danish,typical,NA,NA,12,NA,123.47,NA,55.8,50,12.1,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,108.68,NA,5,NA,NA,NA,NA,NA,NA,NA,det-d2t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,det-døt,Danish_2OR9?,0,0,0,0,1,0,0,412,1838,349,1620,NA,NA,100.3333333,94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4433757494,Vowel discrimination (native),inphondb-native,early_language,0.4793388429752064,0.09290690526603373,0.44338842975206594,0.07949347081825012,0.23306897506663674,0.019643507416066068,0.23743228675201836,0.1111111111111111,0.8694244886411949,0.30565146703507956,group_means_one,123.46999999999998,12,polka2011 98,,4.056592537834452,2011
118,polka2011,"Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467–478.",Polka & Bohn (2011),yes,Sho Tsuji,3,NA,99,behavior,conditioning,conditioned head-turn,pc_head_turns,within_one,Danish,typical,NA,NA,12,NA,123.47,NA,63.3,50,13.2,NA,NA,NA,NA,NA,NA,NA,native,NA,NA,108.68,NA,5,NA,NA,NA,NA,NA,NA,NA,d2t-det,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,døt-det,Danish_2OR9?,0,0,0,0,1,0,0,349,1620,412,1838,NA,NA,94,100.3333333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,Vowel discrimination (native),inphondb-native,early_language,1.0075757575757573,0.1256337044689317,0.9320075757575756,0.10749533838622971,0.44991782100735933,0.015935256699065415,0.4845972376129612,0.1111111111111111,1.8275402685087192,0.413318320850576,group_means_one,123.46999999999998,12,polka2011 99,,4.056592537834452,2011
119,pons2012,"Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.",Pons et al. (2012),yes,Sho Tsuji,1,NA,42,eye-tracking,habituation,central fixation,looking_time,within_two,Peninsular Spanish,typical,NA,NA,12,NA,124,NA,NA,NA,2.25166605,2.25166605,NA,NA,NA,NA,NA,0.61,native,NA,NA,31,NA,5,NA,NA,NA,NA,NA,1.65,NA,bel-bil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,bel-bil,not_looked_up,0,0,1,0,0,0,0,652,2423,365,2615,0.85,0.86,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,Vowel discrimination (native),inphondb-native,early_language,0.7327907262269199,0.08737426035184069,0.677831421759901,0.0747596015135437,0.3440300863933043,0.014969326289534072,0.3586564910269694,0.1111111111111111,1.3291353533471182,0.2874497948368181,subj_diff_two,124,12,pons2012 42,,4.0740056263988995,2012
120,pons2012,"Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.",Pons et al. (2012),yes,Sho Tsuji,1,NA,43,eye-tracking,habituation,central fixation,looking_time,within_two,Catalan,typical,NA,NA,12,NA,120,NA,NA,NA,1.766691824,2.182384018,NA,NA,NA,NA,NA,0.303,native,NA,NA,34,NA,2.5,NA,NA,NA,NA,NA,2.3,NA,bel-bil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,bel-bil,not_looked_up,0,0,1,0,0,0,0,652,2423,367,2645,0.85,0.86,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303,Vowel discrimination (native),inphondb-native,early_language,1.1584292797752178,0.17208159984335542,1.0715470837920766,0.147237318865971,0.5012094783004103,0.018061462493601296,0.5509200848187996,0.1111111111111111,2.101158291166593,0.5661257717201594,subj_diff_two,120,12,pons2012 43,,3.942586090063451,2012
121,pons2012,"Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.",Pons et al. (2012),yes,Sho Tsuji,1,NA,44,eye-tracking,habituation,central fixation,looking_time,within_two,Peninsular Spanish,typical,NA,NA,12,NA,124,NA,NA,NA,2.009178937,2.286307066,NA,NA,NA,NA,NA,0.622,native,NA,NA,31,NA,5,NA,NA,NA,NA,NA,-0.4,NA,bil-bel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,bil-bel,not_looked_up,0,0,1,0,0,0,0,367,2645,652,2423,0.86,0.85,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622,Vowel discrimination (native),inphondb-native,early_language,-0.18585562765654365,0.06443926309715033,-0.1719164555823029,0.05513584448749925,-0.0925291512701159,0.015699568782155605,-0.0927945833435832,0.1111111111111111,-0.33710481928279035,0.21199667822219662,subj_diff_two,124,12,pons2012 44,,4.0740056263988995,2012
122,pons2012,"Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.",Pons et al. (2012),yes,Sho Tsuji,1,NA,45,eye-tracking,habituation,central fixation,looking_time,within_two,Catalan,typical,NA,NA,12,NA,120,NA,NA,NA,1.870614872,2.043819953,NA,NA,NA,NA,NA,0.521,native,NA,NA,34,NA,2.5,NA,NA,NA,NA,NA,-0.03,NA,bil-bel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,bil-bel,not_looked_up,0,0,1,0,0,0,0,367,2645,652,2423,0.86,0.85,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.521,Vowel discrimination (native),inphondb-native,early_language,-0.015312900274447106,0.07984310353811729,-0.014164432753863573,0.0683157554648016,-0.0076562257318324185,0.019957265920429488,-0.007656375334111086,0.1111111111111111,-0.02777452878237414,0.2626732820254785,subj_diff_two,120,12,pons2012 45,,3.942586090063451,2012
123,pons2012,"Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.",Pons et al. (2012),yes,Sho Tsuji,2,NA,46,eye-tracking,habituation,central fixation,looking_time,within_two,Peninsular Spanish,typical,NA,NA,12,NA,185,NA,NA,NA,1.524204711,1.835973856,NA,NA,NA,NA,NA,0.543,native,NA,NA,36,NA,4,NA,NA,NA,NA,NA,0.91,NA,bel-bil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,bel-bil,not_looked_up,0,0,1,0,0,0,0,652,2423,367,2645,0.85,0.86,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.543,Vowel discrimination (native),inphondb-native,early_language,0.539321406825412,0.08828614916083923,0.4988723013135061,0.07553983637574307,0.2603605034832814,0.017880399621948314,0.2664950861368958,0.1111111111111111,0.9782208248178361,0.2904497887710168,subj_diff_two,185,12,pons2012 46,,6.078153555514487,2012
124,pons2012,"Pons, F., Albareda-Castellot, B., & Sebastian-Galles, N. (2012). The Interplay Between Input and Initial Biases: Asymmetries in Vowel Perception During the First Year of Life. Child Development 83(3), 965-976.",Pons et al. (2012),yes,Sho Tsuji,2,NA,47,eye-tracking,habituation,central fixation,looking_time,within_two,Catalan,typical,NA,NA,12,NA,182,NA,NA,NA,1.766691824,2.459512147,NA,NA,NA,NA,NA,0.707,native,NA,NA,33,NA,2.5,NA,NA,NA,NA,NA,1.54,NA,bel-bil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,natural,bel-bil,not_looked_up,0,0,1,0,0,0,0,652,2423,367,2645,0.85,0.86,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.707,Vowel discrimination (native),inphondb-native,early_language,0.7191865866850322,0.07038455610281948,0.6652475926836549,0.06022278581547492,0.3383806407570091,0.012217460284393238,0.35226264028468474,0.1111111111111111,1.3044601736950887,0.23155590822703598,subj_diff_two,182,12,pons2012 47,,5.979588903262901,2012
